Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6
-0.179753647436844,-0.349112051492783,26.9698243613666,0.00628485445018462,-142.397598204104,-154.614496648029
-0.166651917235673,-0.376727558927422,26.8346612414788,0.00790067027453076,-142.266131904423,-154.425874081304
-0.0796681061237109,-0.254596781901172,27.0818931876765,0.00587663838335039,-147.162059756933,-159.054461991835
-0.195454545036678,-0.365269208554501,26.9725211436615,0.00721067297299473,-142.472056894171,-154.762566621713
-0.252061261994359,-0.178391540986447,26.7469665840443,0.00907306708734737,-143.552205008471,-156.158069831985
-0.179753647436844,-0.349112051492783,26.9698243613666,0.00628485445018462,-142.397598204104,-154.614496648029
-0.166651917235673,-0.376727558927422,26.8346612414788,0.00790067027453076,-142.266131904423,-154.425874081304
-0.0796681061237109,-0.254596781901172,27.0818931876765,0.00587663838335039,-147.162059756933,-159.054461991835
-0.195454545036678,-0.365269208554501,26.9725211436615,0.00721067297299473,-142.472056894171,-154.762566621713
-0.252061261994359,-0.178391540986447,26.7469665840443,0.00907306708734737,-143.552205008471,-156.158069831985
-0.179753647436844,-0.349112051492783,26.9698243613666,0.00628485445018462,-142.397598204104,-154.614496648029
-0.166651917235673,-0.376727558927422,26.8346612414788,0.00790067027453076,-142.266131904423,-154.425874081304
-0.0796681061237109,-0.254596781901172,26.8571390210253,0.00587663838335039,-146.743469770303,-158.635265854093
-0.195454545036678,-0.365269208554501,26.9725211436615,0.00721067297299473,-142.472056894171,-154.762566621713
-0.252061261994359,-0.178391540986447,26.7469665840443,0.00907306708734737,-143.552205008471,-156.158069831985
-0.179753647436844,-0.349112051492783,26.9698243613666,0.00628485445018462,-142.397598204104,-154.614496648029
-0.166651917235673,-0.376727558927422,27.0008922840045,0.00790067027453076,-144.961787434624,-157.121977068514
-0.0796681061237109,-0.254596781901172,26.8571390210253,0.00587663838335039,-146.743469770303,-158.635265854093
-0.195454545036678,-0.365269208554501,26.9725211436615,0.00721067297299473,-142.472056894171,-154.762566621713
-0.252061261994359,-0.178391540986447,26.7469665840443,0.00907306708734737,-143.552205008471,-156.158069831985
-0.179753647436844,-0.349112051492783,26.9698243613666,0.00628485445018462,-142.397598204104,-154.614496648029
-0.166651917235673,-0.376727558927422,27.0008922840045,0.00790067027453076,-144.961787434624,-157.121977068514
-0.0796681061237109,-0.254596781901172,26.8571390210253,0.00587663838335039,-146.743469770303,-158.635265854093
-0.195454545036678,-0.365269208554501,26.9725211436615,0.00721067297299473,-142.472056894171,-154.762566621713
-0.252061261994359,-0.178391540986447,26.7469665840443,0.00907306708734737,-143.552205008471,-156.158069831985
-0.179753647436844,-0.349112051492783,26.9698243613666,0.00694842774248004,-142.360929240287,-154.577761370789
-0.184979555667233,-0.368952317402065,26.8754340026115,0.00980208937782809,-144.501439311684,-156.741629202402
-0.0796681061237109,-0.254596781901172,26.8571390210253,0.00587663838335039,-146.743469770303,-158.635265854093
-0.195454545036678,-0.365269208554501,26.9725211436615,0.00721067297299473,-142.472056894171,-154.762566621713
-0.252061261994359,-0.178391540986447,26.7469665840443,0.00907306708734737,-143.552205008471,-156.158069831985
-0.179753647436844,-0.349112051492783,26.9698243613666,0.00694842774248004,-142.360929240287,-154.577761370789
-0.184979555667233,-0.368952317402065,26.8754340026115,0.00980208937782809,-144.501439311684,-156.741629202402
-0.0796681061237109,-0.254596781901172,26.8571390210253,0.00587663838335039,-146.743469770303,-158.635265854093
-0.195454545036678,-0.365269208554501,26.9725211436615,0.00721067297299473,-142.472056894171,-154.762566621713
-0.252061261994359,-0.178391540986447,26.7469665840443,0.00907306708734737,-143.552205008471,-156.158069831985
-0.179753647436844,-0.43329953061821,26.9698243613666,0.00694842774248004,-143.957816297536,-156.174977774332
-0.184979555667233,-0.368952317402065,26.8754340026115,0.00980208937782809,-144.501439311684,-156.741629202402
-0.0796681061237109,-0.254596781901172,26.8571390210253,0.00587663838335039,-146.743469770303,-158.635265854093
-0.195454545036678,-0.365269208554501,26.8426890936824,0.00721067297299473,-142.639385232687,-154.929545613276
-0.252061261994359,-0.178391540986447,26.7469665840443,0.00907306708734737,-143.552205008471,-156.158069831985
-0.179753647436844,-0.43329953061821,26.9698243613666,0.00694842774248004,-143.957816297536,-156.174977774332
-0.184979555667233,-0.368952317402065,26.8754340026115,0.00980208937782809,-144.501439311684,-156.741629202402
-0.0796681061237109,-0.254596781901172,26.8571390210253,0.00587663838335039,-146.743469770303,-158.635265854093
-0.195454545036678,-0.365269208554501,26.8426890936824,0.00721067297299473,-142.639385232687,-154.929545613276
